740000579,Harrå station,67.407185,20.102854,2523
740000580,Kungälv resecentrum,57.871875,11.968505,1482
740000583,Asarum Storgatan,56.208993,14.833818,1082
740000584,Hällevik hamn,56.012282,14.698040,1083
740000585,Ytterby station,57.862332,11.917246,1482
740000587,Brokind station,58.220250,15.684465,0580
740000588,Mjällby centrum,56.045711,14.678034,1083
740000589,Alfta Centrum,61.344906,16.064799,2121
740000590,Edsbyn Centrum,61.376057,15.818006,2121
740000591,Hörby busstation,55.855576,13.671156,1266
740000592,Bergsjö busstn,61.985487,17.057721,2132
740000593,Valdemarsvik busstation,58.201013,16.603347,0563
740000594,Nossebro busstation,58.187447,12.718757,1445
740000596,Hamrångefjärden,60.897854,17.069232,2180
740000597,Brömsebro E22,56.298521,16.000817,1080
740000598,Los Norrbyn,61.734850,15.185612,2161
740000599,Harmånger torget,61.928289,17.217129,2132
740000600,Tidaholm busstation,58.179529,13.955820,1498
740000601,Iggesund Konsum,61.642455,17.079719,2184
740000602,Gnarp station,62.055707,17.244239,2132
740000603,Lunde lv 332,62.877364,17.863702,2282
740000604,Undersvik,61.600946,16.306484,2183
740000605,Vagnhärad station,58.945735,17.496697,0488
740000606,Ödeshög torget,58.228887,14.653296,0509
740000607,Gränna hamn,58.028960,14.456045,0680
740000608,Hjo busstation,58.305228,14.293490,1497
740000609,Vrigstad busstation,57.356522,14.465795,0684
740000610,Askersund busstation,58.879132,14.907671,1882
740000611,Skara busstation,58.383246,13.439057,1495
740000612,Älvkarleby kraftverk,60.560902,17.444024,0319
740000613,Skutskär centrum,60.625509,17.412731,0319
740000615,Arbrå station,61.470321,16.380029,2183
740000616,Mantorp station,58.348625,15.290731,0586
740000619,Hörnefors Centrum,63.623619,19.908513,2480
